name,org_id,year,age_group,gender,volunteers
Spark Scholars 8,O08,2016,Above 60,Female,27
Spark Scholars 8,O08,2016,Above 60,Male,78
Spark Scholars 8,O08,2017,18-25,Female,45
Spark Scholars 8,O08,2017,18-25,Male,45
Spark Scholars 8,O08,2017,26-45,Female,0
Spark Scholars 8,O08,2017,26-45,Male,18
Spark Scholars 8,O08,2017,46-60,Female,22
Spark Scholars 8,O08,2017,46-60,Male,54
Spark Scholars 8,O08,2017,Above 60,Female,76
Spark Scholars 8,O08,2017,Above 60,Male,20
Spark Scholars 8,O08,2018,18-25,Female,0
Spark Scholars 8,O08,2018,18-25,Male,87
Spark Scholars 8,O08,2018,26-45,Female,14
Spark Scholars 8,O08,2018,26-45,Male,37
Spark Scholars 8,O08,2018,46-60,Female,40
Spark Scholars 8,O08,2018,46-60,Male,14
Spark Scholars 8,O08,2018,Above 60,Female,32
Spark Scholars 8,O08,2018,Above 60,Male,48
Spark Scholars 8,O08,2019,18-25,Female,0
Spark Scholars 8,O08,2019,18-25,Male,1
Spark Scholars 8,O08,2019,26-45,Female,20
Spark Scholars 8,O08,2019,26-45,Male,68
Spark Scholars 8,O08,2019,46-60,Female,35
Spark Scholars 8,O08,2019,46-60,Male,21
Spark Scholars 8,O08,2019,Above 60,Female,94
Spark Scholars 8,O08,2019,Above 60,Male,37
Spark Scholars 8,O08,2020,18-25,Female,5
Spark Scholars 8,O08,2020,18-25,Male,28
Spark Scholars 8,O08,2020,26-45,Female,66
Spark Scholars 8,O08,2020,26-45,Male,31
Spark Scholars 8,O08,2020,46-60,Female,0
Spark Scholars 8,O08,2020,46-60,Male,142
Spark Scholars 8,O08,2020,Above 60,Female,36
Spark Scholars 8,O08,2020,Above 60,Male,34
Spark Scholars 8,O08,2021,18-25,Female,2
Spark Scholars 8,O08,2021,18-25,Male,0
Spark Scholars 8,O08,2021,26-45,Female,28
Spark Scholars 8,O08,2021,26-45,Male,56
Spark Scholars 8,O08,2021,46-60,Female,17
Spark Scholars 8,O08,2021,46-60,Male,82
Spark Scholars 8,O08,2021,Above 60,Female,38
Spark Scholars 8,O08,2021,Above 60,Male,40
Spark Scholars 8,O08,2022,18-25,Female,48
Spark Scholars 8,O08,2022,18-25,Male,92
Spark Scholars 8,O08,2022,26-45,Female,60
Spark Scholars 8,O08,2022,26-45,Male,1
Spark Scholars 8,O08,2022,46-60,Female,15
Spark Scholars 8,O08,2022,46-60,Male,0
Spark Scholars 8,O08,2022,Above 60,Female,42
Spark Scholars 8,O08,2022,Above 60,Male,126
Spark Scholars 8,O08,2023,18-25,Female,23
Spark Scholars 8,O08,2023,18-25,Male,119
Spark Scholars 8,O08,2023,26-45,Female,15
Spark Scholars 8,O08,2023,26-45,Male,63
Spark Scholars 8,O08,2023,46-60,Female,0
Spark Scholars 8,O08,2023,46-60,Male,9
Spark Scholars 8,O08,2023,Above 60,Female,23
Spark Scholars 8,O08,2023,Above 60,Male,120
Spark Scholars 8,O08,2024,18-25,Female,113
Spark Scholars 8,O08,2024,18-25,Male,18
Spark Scholars 8,O08,2024,26-45,Female,73
Spark Scholars 8,O08,2024,26-45,Male,23
Spark Scholars 8,O08,2024,46-60,Female,41
Spark Scholars 8,O08,2024,46-60,Male,0
Spark Scholars 8,O08,2024,Above 60,Female,10
Spark Scholars 8,O08,2024,Above 60,Male,80
Kind Action 9,O09,2013,18-25,Female,27
Kind Action 9,O09,2013,18-25,Male,76
Kind Action 9,O09,2013,26-45,Female,25
Kind Action 9,O09,2013,26-45,Male,14
Kind Action 9,O09,2013,46-60,Female,0
Kind Action 9,O09,2013,46-60,Male,32
Kind Action 9,O09,2013,Above 60,Female,25
Kind Action 9,O09,2013,Above 60,Male,16
Kind Action 9,O09,2014,18-25,Female,16
Kind Action 9,O09,2014,18-25,Male,133
Kind Action 9,O09,2014,26-45,Female,4
Kind Action 9,O09,2014,26-45,Male,46
Kind Action 9,O09,2014,46-60,Female,0
Kind Action 9,O09,2014,46-60,Male,8
Kind Action 9,O09,2014,Above 60,Female,8
Kind Action 9,O09,2014,Above 60,Male,1
Kind Action 9,O09,2015,18-25,Female,54
Kind Action 9,O09,2015,18-25,Male,104
Kind Action 9,O09,2015,26-45,Female,32
Kind Action 9,O09,2015,26-45,Male,0
Kind Action 9,O09,2015,46-60,Female,0
Kind Action 9,O09,2015,46-60,Male,9
Kind Action 9,O09,2015,Above 60,Female,16
Kind Action 9,O09,2015,Above 60,Male,2
Kind Action 9,O09,2016,18-25,Female,0
Kind Action 9,O09,2016,18-25,Male,23
Kind Action 9,O09,2016,26-45,Female,41
Kind Action 9,O09,2016,26-45,Male,95
Kind Action 9,O09,2016,46-60,Female,17
Kind Action 9,O09,2016,46-60,Male,7
Kind Action 9,O09,2016,Above 60,Female,4
Kind Action 9,O09,2016,Above 60,Male,13
Kind Action 9,O09,2017,18-25,Female,37
Kind Action 9,O09,2017,18-25,Male,15
Kind Action 9,O09,2017,26-45,Female,1
Kind Action 9,O09,2017,26-45,Male,12
Kind Action 9,O09,2017,46-60,Female,113
Kind Action 9,O09,2017,46-60,Male,7
Kind Action 9,O09,2017,Above 60,Female,0
Kind Action 9,O09,2017,Above 60,Male,17
Kind Action 9,O09,2018,18-25,Female,37
Kind Action 9,O09,2018,18-25,Male,45
Kind Action 9,O09,2018,26-45,Female,0
Kind Action 9,O09,2018,26-45,Male,21
Kind Action 9,O09,2018,46-60,Female,36
Kind Action 9,O09,2018,46-60,Male,18
Kind Action 9,O09,2018,Above 60,Female,30
Kind Action 9,O09,2018,Above 60,Male,20
Kind Action 9,O09,2019,18-25,Female,14
Kind Action 9,O09,2019,18-25,Male,63
Kind Action 9,O09,2019,26-45,Female,0
Kind Action 9,O09,2019,26-45,Male,6
Kind Action 9,O09,2019,46-60,Female,66
Kind Action 9,O09,2019,46-60,Male,10
Kind Action 9,O09,2019,Above 60,Female,27
Kind Action 9,O09,2019,Above 60,Male,16
Kind Action 9,O09,2020,18-25,Female,0
Kind Action 9,O09,2020,18-25,Male,4
Kind Action 9,O09,2020,26-45,Female,20
Kind Action 9,O09,2020,26-45,Male,36
Kind Action 9,O09,2020,46-60,Female,14
Kind Action 9,O09,2020,46-60,Male,18
Kind Action 9,O09,2020,Above 60,Female,10
Kind Action 9,O09,2020,Above 60,Male,27
Kind Action 9,O09,2021,18-25,Female,50
Kind Action 9,O09,2021,18-25,Male,63
Kind Action 9,O09,2021,26-45,Female,38
Kind Action 9,O09,2021,26-45,Male,18
Kind Action 9,O09,2021,46-60,Female,3
Kind Action 9,O09,2021,46-60,Male,0
Kind Action 9,O09,2021,Above 60,Female,52
Kind Action 9,O09,2021,Above 60,Male,12
Kind Action 9,O09,2022,18-25,Female,33
Kind Action 9,O09,2022,18-25,Male,1
Kind Action 9,O09,2022,26-45,Female,48
Kind Action 9,O09,2022,26-45,Male,0
Kind Action 9,O09,2022,46-60,Female,29
Kind Action 9,O09,2022,46-60,Male,8
Kind Action 9,O09,2022,Above 60,Female,9
Kind Action 9,O09,2022,Above 60,Male,29
Kind Action 9,O09,2023,18-25,Female,92
Kind Action 9,O09,2023,18-25,Male,0
Kind Action 9,O09,2023,26-45,Female,40
Kind Action 9,O09,2023,26-45,Male,16
Kind Action 9,O09,2023,46-60,Female,12
Kind Action 9,O09,2023,46-60,Male,18
Kind Action 9,O09,2023,Above 60,Female,125
Kind Action 9,O09,2023,Above 60,Male,12
Kind Action 9,O09,2024,18-25,Female,15
Kind Action 9,O09,2024,18-25,Male,26
Kind Action 9,O09,2024,26-45,Female,15
Kind Action 9,O09,2024,26-45,Male,50
Kind Action 9,O09,2024,46-60,Female,70
Kind Action 9,O09,2024,46-60,Male,33
Kind Action 9,O09,2024,Above 60,Female,7
Kind Action 9,O09,2024,Above 60,Male,0
Echo Minds 10,O10,2015,18-25,Female,35
Echo Minds 10,O10,2015,18-25,Male,43
Echo Minds 10,O10,2015,26-45,Female,91
Echo Minds 10,O10,2015,26-45,Male,6
Echo Minds 10,O10,2015,46-60,Female,150
Echo Minds 10,O10,2015,46-60,Male,0
Echo Minds 10,O10,2015,Above 60,Female,25
Echo Minds 10,O10,2015,Above 60,Male,161
Echo Minds 10,O10,2016,18-25,Female,119
Echo Minds 10,O10,2016,18-25,Male,35
Echo Minds 10,O10,2016,26-45,Female,0
Echo Minds 10,O10,2016,26-45,Male,47
Echo Minds 10,O10,2016,46-60,Female,10
Echo Minds 10,O10,2016,46-60,Male,141
Echo Minds 10,O10,2016,Above 60,Female,57
Echo Minds 10,O10,2016,Above 60,Male,59
Echo Minds 10,O10,2017,18-25,Female,6
Echo Minds 10,O10,2017,18-25,Male,14
Echo Minds 10,O10,2017,26-45,Female,4
Echo Minds 10,O10,2017,26-45,Male,12
Echo Minds 10,O10,2017,46-60,Female,128
Echo Minds 10,O10,2017,46-60,Male,161
Echo Minds 10,O10,2017,Above 60,Female,105
Echo Minds 10,O10,2017,Above 60,Male,0
Echo Minds 10,O10,2018,18-25,Female,14
Echo Minds 10,O10,2018,18-25,Male,0
Echo Minds 10,O10,2018,26-45,Female,16
Echo Minds 10,O10,2018,26-45,Male,35
Echo Minds 10,O10,2018,46-60,Female,290
Echo Minds 10,O10,2018,46-60,Male,14
Echo Minds 10,O10,2018,Above 60,Female,87
Echo Minds 10,O10,2018,Above 60,Male,21
Echo Minds 10,O10,2019,18-25,Female,21
Echo Minds 10,O10,2019,18-25,Male,89
Echo Minds 10,O10,2019,26-45,Female,66
Echo Minds 10,O10,2019,26-45,Male,13
Echo Minds 10,O10,2019,46-60,Female,0
Echo Minds 10,O10,2019,46-60,Male,46
Echo Minds 10,O10,2019,Above 60,Female,66
Echo Minds 10,O10,2019,Above 60,Male,147
Echo Minds 10,O10,2020,18-25,Female,8
Echo Minds 10,O10,2020,18-25,Male,161
Echo Minds 10,O10,2020,26-45,Female,7
Echo Minds 10,O10,2020,26-45,Male,131
Echo Minds 10,O10,2020,46-60,Female,80
Echo Minds 10,O10,2020,46-60,Male,27
Echo Minds 10,O10,2020,Above 60,Female,0
Echo Minds 10,O10,2020,Above 60,Male,1
Echo Minds 10,O10,2021,18-25,Female,39
Echo Minds 10,O10,2021,18-25,Male,121
Echo Minds 10,O10,2021,26-45,Female,38
Echo Minds 10,O10,2021,26-45,Male,127
Echo Minds 10,O10,2021,46-60,Female,0
Echo Minds 10,O10,2021,46-60,Male,34
Echo Minds 10,O10,2021,Above 60,Female,85
Echo Minds 10,O10,2021,Above 60,Male,79
Echo Minds 10,O10,2022,18-25,Female,0
Echo Minds 10,O10,2022,18-25,Male,32
Echo Minds 10,O10,2022,26-45,Female,74
Echo Minds 10,O10,2022,26-45,Male,26
Echo Minds 10,O10,2022,46-60,Female,25
Echo Minds 10,O10,2022,46-60,Male,55
Echo Minds 10,O10,2022,Above 60,Female,203
Echo Minds 10,O10,2022,Above 60,Male,70
Echo Minds 10,O10,2023,18-25,Female,199
Echo Minds 10,O10,2023,18-25,Male,228
Echo Minds 10,O10,2023,26-45,Female,0
Echo Minds 10,O10,2023,26-45,Male,13
Echo Minds 10,O10,2023,46-60,Female,62
Echo Minds 10,O10,2023,46-60,Male,50
Echo Minds 10,O10,2023,Above 60,Female,50
Echo Minds 10,O10,2023,Above 60,Male,6
Echo Minds 10,O10,2024,18-25,Female,7
Echo Minds 10,O10,2024,18-25,Male,104
Echo Minds 10,O10,2024,26-45,Female,7
Echo Minds 10,O10,2024,26-45,Male,90
Echo Minds 10,O10,2024,46-60,Female,29
Echo Minds 10,O10,2024,46-60,Male,20
Echo Minds 10,O10,2024,Above 60,Female,0
Echo Minds 10,O10,2024,Above 60,Male,221
Prime Aid 11,O11,2015,18-25,Female,0
Prime Aid 11,O11,2015,18-25,Male,61
Prime Aid 11,O11,2015,26-45,Female,35
Prime Aid 11,O11,2015,26-45,Male,39
Prime Aid 11,O11,2015,46-60,Female,45
Prime Aid 11,O11,2015,46-60,Male,23
Prime Aid 11,O11,2015,Above 60,Female,79
Prime Aid 11,O11,2015,Above 60,Male,23
Prime Aid 11,O11,2016,18-25,Female,4
Prime Aid 11,O11,2016,18-25,Male,63
Prime Aid 11,O11,2016,26-45,Female,10
Prime Aid 11,O11,2016,26-45,Male,43
Prime Aid 11,O11,2016,46-60,Female,2
Prime Aid 11,O11,2016,46-60,Male,151
Prime Aid 11,O11,2016,Above 60,Female,0
Prime Aid 11,O11,2016,Above 60,Male,10
Prime Aid 11,O11,2017,18-25,Female,91
Prime Aid 11,O11,2017,18-25,Male,31
Prime Aid 11,O11,2017,26-45,Female,0
Prime Aid 11,O11,2017,26-45,Male,4
Prime Aid 11,O11,2017,46-60,Female,20
Prime Aid 11,O11,2017,46-60,Male,18
Prime Aid 11,O11,2017,Above 60,Female,74
Prime Aid 11,O11,2017,Above 60,Male,20
Prime Aid 11,O11,2018,18-25,Female,11
Prime Aid 11,O11,2018,18-25,Male,80
Prime Aid 11,O11,2018,26-45,Female,0
Prime Aid 11,O11,2018,26-45,Male,40
Prime Aid 11,O11,2018,46-60,Female,70
Prime Aid 11,O11,2018,46-60,Male,18
Prime Aid 11,O11,2018,Above 60,Female,54
Prime Aid 11,O11,2018,Above 60,Male,15
Prime Aid 11,O11,2019,18-25,Female,15
Prime Aid 11,O11,2019,18-25,Male,30
Prime Aid 11,O11,2019,26-45,Female,59
Prime Aid 11,O11,2019,26-45,Male,89
Prime Aid 11,O11,2019,46-60,Female,36
Prime Aid 11,O11,2019,46-60,Male,24
Prime Aid 11,O11,2019,Above 60,Female,0
Prime Aid 11,O11,2019,Above 60,Male,20
Prime Aid 11,O11,2020,18-25,Female,61
Prime Aid 11,O11,2020,18-25,Male,14
Prime Aid 11,O11,2020,26-45,Female,0
Prime Aid 11,O11,2020,26-45,Male,73
Prime Aid 11,O11,2020,46-60,Female,22
Prime Aid 11,O11,2020,46-60,Male,30
Prime Aid 11,O11,2020,Above 60,Female,25
Prime Aid 11,O11,2020,Above 60,Male,3
Prime Aid 11,O11,2021,18-25,Female,5
Prime Aid 11,O11,2021,18-25,Male,9
Prime Aid 11,O11,2021,26-45,Female,4
Prime Aid 11,O11,2021,26-45,Male,24
Prime Aid 11,O11,2021,46-60,Female,15
Prime Aid 11,O11,2021,46-60,Male,35
Prime Aid 11,O11,2021,Above 60,Female,179
Prime Aid 11,O11,2021,Above 60,Male,0
Prime Aid 11,O11,2022,18-25,Female,105
Prime Aid 11,O11,2022,18-25,Male,31
Prime Aid 11,O11,2022,26-45,Female,90
Prime Aid 11,O11,2022,26-45,Male,33
Prime Aid 11,O11,2022,46-60,Female,16
Prime Aid 11,O11,2022,46-60,Male,45
Prime Aid 11,O11,2022,Above 60,Female,0
Prime Aid 11,O11,2022,Above 60,Male,30
Prime Aid 11,O11,2023,18-25,Female,0
Prime Aid 11,O11,2023,18-25,Male,1
Prime Aid 11,O11,2023,26-45,Female,66
Prime Aid 11,O11,2023,26-45,Male,9
Prime Aid 11,O11,2023,46-60,Female,19
Prime Aid 11,O11,2023,46-60,Male,103
Prime Aid 11,O11,2023,Above 60,Female,11
Prime Aid 11,O11,2023,Above 60,Male,83
Prime Aid 11,O11,2024,18-25,Female,19
Prime Aid 11,O11,2024,18-25,Male,44
Prime Aid 11,O11,2024,26-45,Female,42
Prime Aid 11,O11,2024,26-45,Male,69
Prime Aid 11,O11,2024,46-60,Female,54
Prime Aid 11,O11,2024,46-60,Male,38
Prime Aid 11,O11,2024,Above 60,Female,0
Prime Aid 11,O11,2024,Above 60,Male,31
South Action 12,O12,2019,18-25,Female,28
South Action 12,O12,2019,18-25,Male,9
South Action 12,O12,2019,26-45,Female,1
South Action 12,O12,2019,26-45,Male,54
South Action 12,O12,2019,46-60,Female,77
South Action 12,O12,2019,46-60,Male,49
South Action 12,O12,2019,Above 60,Female,22
South Action 12,O12,2019,Above 60,Male,0
South Action 12,O12,2020,18-25,Female,17
South Action 12,O12,2020,18-25,Male,106
South Action 12,O12,2020,26-45,Female,5
South Action 12,O12,2020,26-45,Male,19
South Action 12,O12,2020,46-60,Female,6
South Action 12,O12,2020,46-60,Male,34
South Action 12,O12,2020,Above 60,Female,0
South Action 12,O12,2020,Above 60,Male,46
South Action 12,O12,2021,18-25,Female,50
South Action 12,O12,2021,18-25,Male,39
South Action 12,O12,2021,26-45,Female,0
South Action 12,O12,2021,26-45,Male,20
South Action 12,O12,2021,46-60,Female,8
South Action 12,O12,2021,46-60,Male,49
South Action 12,O12,2021,Above 60,Female,64
South Action 12,O12,2021,Above 60,Male,113
South Action 12,O12,2022,18-25,Female,86
South Action 12,O12,2022,18-25,Male,51
South Action 12,O12,2022,26-45,Female,78
South Action 12,O12,2022,26-45,Male,24
South Action 12,O12,2022,46-60,Female,0
South Action 12,O12,2022,46-60,Male,5
South Action 12,O12,2022,Above 60,Female,94
South Action 12,O12,2022,Above 60,Male,11
South Action 12,O12,2023,18-25,Female,70
South Action 12,O12,2023,18-25,Male,21
South Action 12,O12,2023,26-45,Female,12
South Action 12,O12,2023,26-45,Male,110
South Action 12,O12,2023,46-60,Female,1
South Action 12,O12,2023,46-60,Male,181
South Action 12,O12,2023,Above 60,Female,9
South Action 12,O12,2023,Above 60,Male,0
South Action 12,O12,2024,18-25,Female,0
South Action 12,O12,2024,18-25,Male,122
South Action 12,O12,2024,26-45,Female,39
South Action 12,O12,2024,26-45,Male,84
South Action 12,O12,2024,46-60,Female,3
South Action 12,O12,2024,46-60,Male,83
South Action 12,O12,2024,Above 60,Female,9
South Action 12,O12,2024,Above 60,Male,28
East Roots 13,O13,2012,18-25,Female,52
East Roots 13,O13,2012,18-25,Male,8
East Roots 13,O13,2012,26-45,Female,0
East Roots 13,O13,2012,26-45,Male,132
East Roots 13,O13,2012,46-60,Female,35
East Roots 13,O13,2012,46-60,Male,17
East Roots 13,O13,2012,Above 60,Female,22
East Roots 13,O13,2012,Above 60,Male,7
East Roots 13,O13,2013,18-25,Female,59
East Roots 13,O13,2013,18-25,Male,46
East Roots 13,O13,2013,26-45,Female,21
East Roots 13,O13,2013,26-45,Male,24
East Roots 13,O13,2013,46-60,Female,3
East Roots 13,O13,2013,46-60,Male,0
East Roots 13,O13,2013,Above 60,Female,19
East Roots 13,O13,2013,Above 60,Male,116
East Roots 13,O13,2014,18-25,Female,26
East Roots 13,O13,2014,18-25,Male,157
East Roots 13,O13,2014,26-45,Female,13
East Roots 13,O13,2014,26-45,Male,22
East Roots 13,O13,2014,46-60,Female,0
East Roots 13,O13,2014,46-60,Male,4
East Roots 13,O13,2014,Above 60,Female,42
East Roots 13,O13,2014,Above 60,Male,7
East Roots 13,O13,2015,18-25,Female,7
East Roots 13,O13,2015,18-25,Male,0
East Roots 13,O13,2015,26-45,Female,11
East Roots 13,O13,2015,26-45,Male,52
East Roots 13,O13,2015,46-60,Female,22
East Roots 13,O13,2015,46-60,Male,22
East Roots 13,O13,2015,Above 60,Female,39
East Roots 13,O13,2015,Above 60,Male,116
East Roots 13,O13,2016,18-25,Female,104
East Roots 13,O13,2016,18-25,Male,10
East Roots 13,O13,2016,26-45,Female,0
East Roots 13,O13,2016,26-45,Male,42
East Roots 13,O13,2016,46-60,Female,8
East Roots 13,O13,2016,46-60,Male,50
East Roots 13,O13,2016,Above 60,Female,50
East Roots 13,O13,2016,Above 60,Male,15
East Roots 13,O13,2017,18-25,Female,7
East Roots 13,O13,2017,18-25,Male,11
East Roots 13,O13,2017,26-45,Female,86
East Roots 13,O13,2017,26-45,Male,104
East Roots 13,O13,2017,46-60,Female,33
East Roots 13,O13,2017,46-60,Male,12
East Roots 13,O13,2017,Above 60,Female,0
East Roots 13,O13,2017,Above 60,Male,18
East Roots 13,O13,2018,18-25,Female,35
East Roots 13,O13,2018,18-25,Male,38
East Roots 13,O13,2018,26-45,Female,72
East Roots 13,O13,2018,26-45,Male,46
East Roots 13,O13,2018,46-60,Female,29
East Roots 13,O13,2018,46-60,Male,37
East Roots 13,O13,2018,Above 60,Female,36
East Roots 13,O13,2018,Above 60,Male,0
East Roots 13,O13,2019,18-25,Female,80
East Roots 13,O13,2019,18-25,Male,74
East Roots 13,O13,2019,26-45,Female,44
East Roots 13,O13,2019,26-45,Male,12
East Roots 13,O13,2019,46-60,Female,49
East Roots 13,O13,2019,46-60,Male,6
East Roots 13,O13,2019,Above 60,Female,0
East Roots 13,O13,2019,Above 60,Male,0
East Roots 13,O13,2020,18-25,Female,107
East Roots 13,O13,2020,18-25,Male,51
East Roots 13,O13,2020,26-45,Female,27
East Roots 13,O13,2020,26-45,Male,50
East Roots 13,O13,2020,46-60,Female,21
East Roots 13,O13,2020,46-60,Male,47
East Roots 13,O13,2020,Above 60,Female,18
East Roots 13,O13,2020,Above 60,Male,0
East Roots 13,O13,2021,18-25,Female,63
East Roots 13,O13,2021,18-25,Male,68
East Roots 13,O13,2021,26-45,Female,53
East Roots 13,O13,2021,26-45,Male,81
East Roots 13,O13,2021,46-60,Female,0
East Roots 13,O13,2021,46-60,Male,40
East Roots 13,O13,2021,Above 60,Female,11
East Roots 13,O13,2021,Above 60,Male,25
East Roots 13,O13,2022,18-25,Female,127
East Roots 13,O13,2022,18-25,Male,30
East Roots 13,O13,2022,26-45,Female,24
East Roots 13,O13,2022,26-45,Male,0
East Roots 13,O13,2022,46-60,Female,39
East Roots 13,O13,2022,46-60,Male,29
East Roots 13,O13,2022,Above 60,Female,77
East Roots 13,O13,2022,Above 60,Male,22
East Roots 13,O13,2023,18-25,Female,3
East Roots 13,O13,2023,18-25,Male,45
East Roots 13,O13,2023,26-45,Female,21
East Roots 13,O13,2023,26-45,Male,29
East Roots 13,O13,2023,46-60,Female,332
East Roots 13,O13,2023,46-60,Male,0
East Roots 13,O13,2023,Above 60,Female,19
East Roots 13,O13,2023,Above 60,Male,20
East Roots 13,O13,2024,18-25,Female,90
East Roots 13,O13,2024,18-25,Male,15
East Roots 13,O13,2024,26-45,Female,0
East Roots 13,O13,2024,26-45,Male,3
East Roots 13,O13,2024,46-60,Female,94
East Roots 13,O13,2024,46-60,Male,122
East Roots 13,O13,2024,Above 60,Female,37
East Roots 13,O13,2024,Above 60,Male,109
Bridge Earth 14,O14,2014,18-25,Female,46
Bridge Earth 14,O14,2014,18-25,Male,0
Bridge Earth 14,O14,2014,26-45,Female,36
Bridge Earth 14,O14,2014,26-45,Male,36
Bridge Earth 14,O14,2014,46-60,Female,32
Bridge Earth 14,O14,2014,46-60,Male,76
Bridge Earth 14,O14,2014,Above 60,Female,114
Bridge Earth 14,O14,2014,Above 60,Male,97
Bridge Earth 14,O14,2015,18-25,Female,65
Bridge Earth 14,O14,2015,18-25,Male,10
Bridge Earth 14,O14,2015,26-45,Female,61
Bridge Earth 14,O14,2015,26-45,Male,14
Bridge Earth 14,O14,2015,46-60,Female,207
Bridge Earth 14,O14,2015,46-60,Male,85
Bridge Earth 14,O14,2015,Above 60,Female,5
Bridge Earth 14,O14,2015,Above 60,Male,0
Bridge Earth 14,O14,2016,18-25,Female,98
Bridge Earth 14,O14,2016,18-25,Male,222
Bridge Earth 14,O14,2016,26-45,Female,0
Bridge Earth 14,O14,2016,26-45,Male,80
Bridge Earth 14,O14,2016,46-60,Female,1
Bridge Earth 14,O14,2016,46-60,Male,4
Bridge Earth 14,O14,2016,Above 60,Female,1
Bridge Earth 14,O14,2016,Above 60,Male,15
Bridge Earth 14,O14,2017,18-25,Female,0
Bridge Earth 14,O14,2017,18-25,Male,28
Bridge Earth 14,O14,2017,26-45,Female,147
Bridge Earth 14,O14,2017,26-45,Male,16
Bridge Earth 14,O14,2017,46-60,Female,11
Bridge Earth 14,O14,2017,46-60,Male,206
Bridge Earth 14,O14,2017,Above 60,Female,8
Bridge Earth 14,O14,2017,Above 60,Male,5
Bridge Earth 14,O14,2018,18-25,Female,25
Bridge Earth 14,O14,2018,18-25,Male,43
Bridge Earth 14,O14,2018,26-45,Female,178
Bridge Earth 14,O14,2018,26-45,Male,9
Bridge Earth 14,O14,2018,46-60,Female,42
Bridge Earth 14,O14,2018,46-60,Male,35
Bridge Earth 14,O14,2018,Above 60,Female,77
Bridge Earth 14,O14,2018,Above 60,Male,0
Bridge Earth 14,O14,2019,18-25,Female,0
Bridge Earth 14,O14,2019,18-25,Male,73
Bridge Earth 14,O14,2019,26-45,Female,26
Bridge Earth 14,O14,2019,26-45,Male,61
Bridge Earth 14,O14,2019,46-60,Female,64
Bridge Earth 14,O14,2019,46-60,Male,91
Bridge Earth 14,O14,2019,Above 60,Female,85
Bridge Earth 14,O14,2019,Above 60,Male,7
Bridge Earth 14,O14,2020,18-25,Female,19
Bridge Earth 14,O14,2020,18-25,Male,174
Bridge Earth 14,O14,2020,26-45,Female,0
Bridge Earth 14,O14,2020,26-45,Male,8
Bridge Earth 14,O14,2020,46-60,Female,11
Bridge Earth 14,O14,2020,46-60,Male,111
Bridge Earth 14,O14,2020,Above 60,Female,93
Bridge Earth 14,O14,2020,Above 60,Male,10
Bridge Earth 14,O14,2021,18-25,Female,77
Bridge Earth 14,O14,2021,18-25,Male,0
Bridge Earth 14,O14,2021,26-45,Female,40
Bridge Earth 14,O14,2021,26-45,Male,40
Bridge Earth 14,O14,2021,46-60,Female,55
Bridge Earth 14,O14,2021,46-60,Male,172
Bridge Earth 14,O14,2021,Above 60,Female,29
Bridge Earth 14,O14,2021,Above 60,Male,196
Bridge Earth 14,O14,2022,18-25,Female,114
Bridge Earth 14,O14,2022,18-25,Male,44
Bridge Earth 14,O14,2022,26-45,Female,147
Bridge Earth 14,O14,2022,26-45,Male,161
Bridge Earth 14,O14,2022,46-60,Female,123
Bridge Earth 14,O14,2022,46-60,Male,12
Bridge Earth 14,O14,2022,Above 60,Female,0
Bridge Earth 14,O14,2022,Above 60,Male,15
Bridge Earth 14,O14,2023,18-25,Female,68
Bridge Earth 14,O14,2023,18-25,Male,78
Bridge Earth 14,O14,2023,26-45,Female,53
Bridge Earth 14,O14,2023,26-45,Male,37
Bridge Earth 14,O14,2023,46-60,Female,211
Bridge Earth 14,O14,2023,46-60,Male,65
Bridge Earth 14,O14,2023,Above 60,Female,0
Bridge Earth 14,O14,2023,Above 60,Male,63
Bridge Earth 14,O14,2024,18-25,Female,43
Bridge Earth 14,O14,2024,18-25,Male,0
Bridge Earth 14,O14,2024,26-45,Female,34
Bridge Earth 14,O14,2024,26-45,Male,160
Bridge Earth 14,O14,2024,46-60,Female,14
Bridge Earth 14,O14,2024,46-60,Male,67
Bridge Earth 14,O14,2024,Above 60,Female,10
Bridge Earth 14,O14,2024,Above 60,Male,236
Bridge Access 15,O15,2018,18-25,Female,63
Bridge Access 15,O15,2018,18-25,Male,0
Bridge Access 15,O15,2018,26-45,Female,42
Bridge Access 15,O15,2018,26-45,Male,83
Bridge Access 15,O15,2018,46-60,Female,20
Bridge Access 15,O15,2018,46-60,Male,120
Bridge Access 15,O15,2018,Above 60,Female,32
Bridge Access 15,O15,2018,Above 60,Male,7
Bridge Access 15,O15,2019,18-25,Female,17
Bridge Access 15,O15,2019,18-25,Male,117
Bridge Access 15,O15,2019,26-45,Female,5
Bridge Access 15,O15,2019,26-45,Male,99
Bridge Access 15,O15,2019,46-60,Female,24
Bridge Access 15,O15,2019,46-60,Male,36
Bridge Access 15,O15,2019,Above 60,Female,63
Bridge Access 15,O15,2019,Above 60,Male,0
Bridge Access 15,O15,2020,18-25,Female,85
Bridge Access 15,O15,2020,18-25,Male,0
Bridge Access 15,O15,2020,26-45,Female,7
Bridge Access 15,O15,2020,26-45,Male,167
Bridge Access 15,O15,2020,46-60,Female,23
Bridge Access 15,O15,2020,46-60,Male,31
Bridge Access 15,O15,2020,Above 60,Female,101
Bridge Access 15,O15,2020,Above 60,Male,43
Bridge Access 15,O15,2021,18-25,Female,22
Bridge Access 15,O15,2021,18-25,Male,53
