name,state,lat,lon,org_id,city,latitude,longitude,field,project_count
Echo Minds 10,ACT,-35.2809,149.13,O10,Canberra,-35.2809,149.13,Environment,3
Echo Minds 10,ACT,-35.2809,149.13,O10,Canberra,-35.2809,149.13,Health,6
Echo Minds 10,ACT,-35.2809,149.13,O10,Canberra,-35.2809,149.13,Education,4
Echo Minds 10,ACT,-35.2809,149.13,O10,Canberra,-35.2809,149.13,Law,2
Echo Minds 10,ACT,-35.2809,149.13,O10,Canberra,-35.2809,149.13,Community,6
Echo Minds 10,TAS,-42.8821,147.3272,O10,Hobart,-42.8821,147.3272,Environment,4
Echo Minds 10,TAS,-42.8821,147.3272,O10,Launceston,-41.4332,147.1441,Environment,2
Echo Minds 10,TAS,-42.8821,147.3272,O10,Devonport,-41.1806,146.35,Environment,1
Echo Minds 10,TAS,-42.8821,147.3272,O10,Hobart,-42.8821,147.3272,Health,4
Echo Minds 10,TAS,-42.8821,147.3272,O10,Launceston,-41.4332,147.1441,Health,2
Echo Minds 10,TAS,-42.8821,147.3272,O10,Devonport,-41.1806,146.35,Health,1
Echo Minds 10,TAS,-42.8821,147.3272,O10,Hobart,-42.8821,147.3272,Education,5
Echo Minds 10,TAS,-42.8821,147.3272,O10,Launceston,-41.4332,147.1441,Education,2
Echo Minds 10,TAS,-42.8821,147.3272,O10,Devonport,-41.1806,146.35,Education,2
Echo Minds 10,TAS,-42.8821,147.3272,O10,Hobart,-42.8821,147.3272,Law,5
Echo Minds 10,TAS,-42.8821,147.3272,O10,Launceston,-41.4332,147.1441,Law,2
Echo Minds 10,TAS,-42.8821,147.3272,O10,Devonport,-41.1806,146.35,Law,2
Echo Minds 10,TAS,-42.8821,147.3272,O10,Hobart,-42.8821,147.3272,Community,3
Echo Minds 10,TAS,-42.8821,147.3272,O10,Launceston,-41.4332,147.1441,Community,2
Echo Minds 10,TAS,-42.8821,147.3272,O10,Devonport,-41.1806,146.35,Community,1
Echo Minds 10,NSW,-33.8688,151.2093,O10,Sydney,-33.8688,151.2093,Environment,3
Echo Minds 10,NSW,-33.8688,151.2093,O10,Newcastle,-32.9283,151.7817,Environment,1
Echo Minds 10,NSW,-33.8688,151.2093,O10,Wollongong,-34.4278,150.8931,Environment,1
Echo Minds 10,NSW,-33.8688,151.2093,O10,Sydney,-33.8688,151.2093,Health,2
Echo Minds 10,NSW,-33.8688,151.2093,O10,Newcastle,-32.9283,151.7817,Health,1
Echo Minds 10,NSW,-33.8688,151.2093,O10,Wollongong,-34.4278,150.8931,Health,1
Echo Minds 10,NSW,-33.8688,151.2093,O10,Sydney,-33.8688,151.2093,Education,2
Echo Minds 10,NSW,-33.8688,151.2093,O10,Newcastle,-32.9283,151.7817,Education,1
Echo Minds 10,NSW,-33.8688,151.2093,O10,Wollongong,-34.4278,150.8931,Education,1
Echo Minds 10,NSW,-33.8688,151.2093,O10,Sydney,-33.8688,151.2093,Law,2
Echo Minds 10,NSW,-33.8688,151.2093,O10,Newcastle,-32.9283,151.7817,Law,1
Echo Minds 10,NSW,-33.8688,151.2093,O10,Wollongong,-34.4278,150.8931,Law,1
Echo Minds 10,NSW,-33.8688,151.2093,O10,Sydney,-33.8688,151.2093,Community,6
Echo Minds 10,NSW,-33.8688,151.2093,O10,Newcastle,-32.9283,151.7817,Community,1
Echo Minds 10,NSW,-33.8688,151.2093,O10,Wollongong,-34.4278,150.8931,Community,1
Prime Aid 11,NT,-12.4634,130.8456,O11,Darwin,-12.4634,130.8456,Environment,5
Prime Aid 11,NT,-12.4634,130.8456,O11,Alice Springs,-23.698,133.8807,Environment,2
Prime Aid 11,NT,-12.4634,130.8456,O11,Darwin,-12.4634,130.8456,Health,5
Prime Aid 11,NT,-12.4634,130.8456,O11,Alice Springs,-23.698,133.8807,Health,2
Prime Aid 11,NT,-12.4634,130.8456,O11,Darwin,-12.4634,130.8456,Education,3
Prime Aid 11,NT,-12.4634,130.8456,O11,Alice Springs,-23.698,133.8807,Education,1
Prime Aid 11,NT,-12.4634,130.8456,O11,Darwin,-12.4634,130.8456,Law,3
Prime Aid 11,NT,-12.4634,130.8456,O11,Alice Springs,-23.698,133.8807,Law,1
Prime Aid 11,NT,-12.4634,130.8456,O11,Darwin,-12.4634,130.8456,Community,6
Prime Aid 11,NT,-12.4634,130.8456,O11,Alice Springs,-23.698,133.8807,Community,2
Prime Aid 11,WA,-31.9505,115.8605,O11,Perth,-31.9505,115.8605,Environment,3
Prime Aid 11,WA,-31.9505,115.8605,O11,Fremantle,-32.0569,115.7439,Environment,1
Prime Aid 11,WA,-31.9505,115.8605,O11,Bunbury,-33.3271,115.6414,Environment,1
Prime Aid 11,WA,-31.9505,115.8605,O11,Perth,-31.9505,115.8605,Health,2
Prime Aid 11,WA,-31.9505,115.8605,O11,Fremantle,-32.0569,115.7439,Health,1
Prime Aid 11,WA,-31.9505,115.8605,O11,Bunbury,-33.3271,115.6414,Health,1
Prime Aid 11,WA,-31.9505,115.8605,O11,Perth,-31.9505,115.8605,Education,4
Prime Aid 11,WA,-31.9505,115.8605,O11,Fremantle,-32.0569,115.7439,Education,1
Prime Aid 11,WA,-31.9505,115.8605,O11,Bunbury,-33.3271,115.6414,Education,1
Prime Aid 11,WA,-31.9505,115.8605,O11,Perth,-31.9505,115.8605,Law,7
Prime Aid 11,WA,-31.9505,115.8605,O11,Fremantle,-32.0569,115.7439,Law,1
Prime Aid 11,WA,-31.9505,115.8605,O11,Bunbury,-33.3271,115.6414,Law,1
Prime Aid 11,WA,-31.9505,115.8605,O11,Perth,-31.9505,115.8605,Community,3
Prime Aid 11,WA,-31.9505,115.8605,O11,Fremantle,-32.0569,115.7439,Community,1
Prime Aid 11,WA,-31.9505,115.8605,O11,Bunbury,-33.3271,115.6414,Community,1
Prime Aid 11,SA,-34.9285,138.6007,O11,Adelaide,-34.9285,138.6007,Environment,5
Prime Aid 11,SA,-34.9285,138.6007,O11,Mount Gambier,-37.8318,140.7792,Environment,1
Prime Aid 11,SA,-34.9285,138.6007,O11,Whyalla,-33.0333,137.5667,Environment,1
Prime Aid 11,SA,-34.9285,138.6007,O11,Adelaide,-34.9285,138.6007,Health,11
Prime Aid 11,SA,-34.9285,138.6007,O11,Mount Gambier,-37.8318,140.7792,Health,1
Prime Aid 11,SA,-34.9285,138.6007,O11,Whyalla,-33.0333,137.5667,Health,1
Prime Aid 11,SA,-34.9285,138.6007,O11,Adelaide,-34.9285,138.6007,Education,10
Prime Aid 11,SA,-34.9285,138.6007,O11,Mount Gambier,-37.8318,140.7792,Education,1
Prime Aid 11,SA,-34.9285,138.6007,O11,Whyalla,-33.0333,137.5667,Education,1
Prime Aid 11,SA,-34.9285,138.6007,O11,Adelaide,-34.9285,138.6007,Law,2
Prime Aid 11,SA,-34.9285,138.6007,O11,Mount Gambier,-37.8318,140.7792,Law,1
Prime Aid 11,SA,-34.9285,138.6007,O11,Whyalla,-33.0333,137.5667,Law,1
Prime Aid 11,SA,-34.9285,138.6007,O11,Adelaide,-34.9285,138.6007,Community,5
Prime Aid 11,SA,-34.9285,138.6007,O11,Mount Gambier,-37.8318,140.7792,Community,1
Prime Aid 11,SA,-34.9285,138.6007,O11,Whyalla,-33.0333,137.5667,Community,1
Prime Aid 11,TAS,-42.8821,147.3272,O11,Hobart,-42.8821,147.3272,Environment,2
Prime Aid 11,TAS,-42.8821,147.3272,O11,Launceston,-41.4332,147.1441,Environment,1
Prime Aid 11,TAS,-42.8821,147.3272,O11,Devonport,-41.1806,146.35,Environment,1
Prime Aid 11,TAS,-42.8821,147.3272,O11,Hobart,-42.8821,147.3272,Health,2
Prime Aid 11,TAS,-42.8821,147.3272,O11,Launceston,-41.4332,147.1441,Health,1
Prime Aid 11,TAS,-42.8821,147.3272,O11,Devonport,-41.1806,146.35,Health,1
Prime Aid 11,TAS,-42.8821,147.3272,O11,Hobart,-42.8821,147.3272,Education,2
Prime Aid 11,TAS,-42.8821,147.3272,O11,Launceston,-41.4332,147.1441,Education,1
Prime Aid 11,TAS,-42.8821,147.3272,O11,Devonport,-41.1806,146.35,Education,1
Prime Aid 11,TAS,-42.8821,147.3272,O11,Hobart,-42.8821,147.3272,Law,3
Prime Aid 11,TAS,-42.8821,147.3272,O11,Launceston,-41.4332,147.1441,Law,2
Prime Aid 11,TAS,-42.8821,147.3272,O11,Devonport,-41.1806,146.35,Law,1
Prime Aid 11,TAS,-42.8821,147.3272,O11,Hobart,-42.8821,147.3272,Community,3
Prime Aid 11,TAS,-42.8821,147.3272,O11,Launceston,-41.4332,147.1441,Community,2
Prime Aid 11,TAS,-42.8821,147.3272,O11,Devonport,-41.1806,146.35,Community,1
Prime Aid 11,NSW,-33.8688,151.2093,O11,Sydney,-33.8688,151.2093,Environment,4
Prime Aid 11,NSW,-33.8688,151.2093,O11,Newcastle,-32.9283,151.7817,Environment,1
Prime Aid 11,NSW,-33.8688,151.2093,O11,Wollongong,-34.4278,150.8931,Environment,1
Prime Aid 11,NSW,-33.8688,151.2093,O11,Sydney,-33.8688,151.2093,Health,3
Prime Aid 11,NSW,-33.8688,151.2093,O11,Newcastle,-32.9283,151.7817,Health,1
Prime Aid 11,NSW,-33.8688,151.2093,O11,Wollongong,-34.4278,150.8931,Health,1
Prime Aid 11,NSW,-33.8688,151.2093,O11,Sydney,-33.8688,151.2093,Education,2
Prime Aid 11,NSW,-33.8688,151.2093,O11,Newcastle,-32.9283,151.7817,Education,1
Prime Aid 11,NSW,-33.8688,151.2093,O11,Wollongong,-34.4278,150.8931,Education,1
Prime Aid 11,NSW,-33.8688,151.2093,O11,Sydney,-33.8688,151.2093,Community,6
Prime Aid 11,NSW,-33.8688,151.2093,O11,Newcastle,-32.9283,151.7817,Community,1
Prime Aid 11,NSW,-33.8688,151.2093,O11,Wollongong,-34.4278,150.8931,Community,1
Prime Aid 11,VIC,-37.8136,144.9631,O11,Melbourne,-37.8136,144.9631,Environment,6
Prime Aid 11,VIC,-37.8136,144.9631,O11,Geelong,-38.1499,144.3617,Environment,1
Prime Aid 11,VIC,-37.8136,144.9631,O11,Ballarat,-37.5622,143.8503,Environment,1
Prime Aid 11,VIC,-37.8136,144.9631,O11,Melbourne,-37.8136,144.9631,Health,3
Prime Aid 11,VIC,-37.8136,144.9631,O11,Geelong,-38.1499,144.3617,Health,1
Prime Aid 11,VIC,-37.8136,144.9631,O11,Ballarat,-37.5622,143.8503,Health,1
Prime Aid 11,VIC,-37.8136,144.9631,O11,Melbourne,-37.8136,144.9631,Education,6
Prime Aid 11,VIC,-37.8136,144.9631,O11,Geelong,-38.1499,144.3617,Education,1
Prime Aid 11,VIC,-37.8136,144.9631,O11,Ballarat,-37.5622,143.8503,Education,1
Prime Aid 11,VIC,-37.8136,144.9631,O11,Melbourne,-37.8136,144.9631,Law,4
Prime Aid 11,VIC,-37.8136,144.9631,O11,Geelong,-38.1499,144.3617,Law,1
Prime Aid 11,VIC,-37.8136,144.9631,O11,Ballarat,-37.5622,143.8503,Law,1
Prime Aid 11,VIC,-37.8136,144.9631,O11,Melbourne,-37.8136,144.9631,Community,4
Prime Aid 11,VIC,-37.8136,144.9631,O11,Geelong,-38.1499,144.3617,Community,1
Prime Aid 11,VIC,-37.8136,144.9631,O11,Ballarat,-37.5622,143.8503,Community,1
Prime Aid 11,ACT,-35.2809,149.13,O11,Canberra,-35.2809,149.13,Environment,7
Prime Aid 11,ACT,-35.2809,149.13,O11,Canberra,-35.2809,149.13,Health,3
Prime Aid 11,ACT,-35.2809,149.13,O11,Canberra,-35.2809,149.13,Law,5
South Action 12,QLD,-27.4698,153.0251,O12,Brisbane,-27.4698,153.0251,Environment,4
South Action 12,QLD,-27.4698,153.0251,O12,Gold Coast,-28.0167,153.4,Environment,2
South Action 12,QLD,-27.4698,153.0251,O12,Cairns,-16.9186,145.7781,Environment,1
South Action 12,QLD,-27.4698,153.0251,O12,Brisbane,-27.4698,153.0251,Health,3
South Action 12,QLD,-27.4698,153.0251,O12,Gold Coast,-28.0167,153.4,Health,1
South Action 12,QLD,-27.4698,153.0251,O12,Cairns,-16.9186,145.7781,Health,1
South Action 12,QLD,-27.4698,153.0251,O12,Brisbane,-27.4698,153.0251,Law,3
South Action 12,QLD,-27.4698,153.0251,O12,Gold Coast,-28.0167,153.4,Law,2
South Action 12,QLD,-27.4698,153.0251,O12,Cairns,-16.9186,145.7781,Law,1
South Action 12,QLD,-27.4698,153.0251,O12,Brisbane,-27.4698,153.0251,Community,3
South Action 12,QLD,-27.4698,153.0251,O12,Gold Coast,-28.0167,153.4,Community,1
South Action 12,QLD,-27.4698,153.0251,O12,Cairns,-16.9186,145.7781,Community,1
South Action 12,NSW,-33.8688,151.2093,O12,Sydney,-33.8688,151.2093,Environment,2
South Action 12,NSW,-33.8688,151.2093,O12,Newcastle,-32.9283,151.7817,Environment,1
South Action 12,NSW,-33.8688,151.2093,O12,Wollongong,-34.4278,150.8931,Environment,1
South Action 12,NSW,-33.8688,151.2093,O12,Sydney,-33.8688,151.2093,Health,4
South Action 12,NSW,-33.8688,151.2093,O12,Newcastle,-32.9283,151.7817,Health,1
South Action 12,NSW,-33.8688,151.2093,O12,Wollongong,-34.4278,150.8931,Health,1
South Action 12,NSW,-33.8688,151.2093,O12,Sydney,-33.8688,151.2093,Education,4
South Action 12,NSW,-33.8688,151.2093,O12,Newcastle,-32.9283,151.7817,Education,1
South Action 12,NSW,-33.8688,151.2093,O12,Wollongong,-34.4278,150.8931,Education,1
South Action 12,NSW,-33.8688,151.2093,O12,Sydney,-33.8688,151.2093,Law,3
South Action 12,NSW,-33.8688,151.2093,O12,Newcastle,-32.9283,151.7817,Law,1
South Action 12,NSW,-33.8688,151.2093,O12,Wollongong,-34.4278,150.8931,Law,1
South Action 12,NSW,-33.8688,151.2093,O12,Sydney,-33.8688,151.2093,Community,4
South Action 12,NSW,-33.8688,151.2093,O12,Newcastle,-32.9283,151.7817,Community,1
South Action 12,NSW,-33.8688,151.2093,O12,Wollongong,-34.4278,150.8931,Community,1
South Action 12,ACT,-35.2809,149.13,O12,Canberra,-35.2809,149.13,Environment,2
South Action 12,ACT,-35.2809,149.13,O12,Canberra,-35.2809,149.13,Health,4
South Action 12,ACT,-35.2809,149.13,O12,Canberra,-35.2809,149.13,Education,5
South Action 12,ACT,-35.2809,149.13,O12,Canberra,-35.2809,149.13,Law,2
South Action 12,ACT,-35.2809,149.13,O12,Canberra,-35.2809,149.13,Community,5
South Action 12,SA,-34.9285,138.6007,O12,Adelaide,-34.9285,138.6007,Environment,8
South Action 12,SA,-34.9285,138.6007,O12,Mount Gambier,-37.8318,140.7792,Environment,1
South Action 12,SA,-34.9285,138.6007,O12,Whyalla,-33.0333,137.5667,Environment,1
South Action 12,SA,-34.9285,138.6007,O12,Adelaide,-34.9285,138.6007,Health,3
South Action 12,SA,-34.9285,138.6007,O12,Mount Gambier,-37.8318,140.7792,Health,1
South Action 12,SA,-34.9285,138.6007,O12,Whyalla,-33.0333,137.5667,Health,1
South Action 12,SA,-34.9285,138.6007,O12,Adelaide,-34.9285,138.6007,Education,5
South Action 12,SA,-34.9285,138.6007,O12,Mount Gambier,-37.8318,140.7792,Education,1
South Action 12,SA,-34.9285,138.6007,O12,Whyalla,-33.0333,137.5667,Education,1
South Action 12,SA,-34.9285,138.6007,O12,Adelaide,-34.9285,138.6007,Law,3
South Action 12,SA,-34.9285,138.6007,O12,Mount Gambier,-37.8318,140.7792,Law,1
South Action 12,SA,-34.9285,138.6007,O12,Whyalla,-33.0333,137.5667,Law,1
South Action 12,SA,-34.9285,138.6007,O12,Adelaide,-34.9285,138.6007,Community,3
South Action 12,SA,-34.9285,138.6007,O12,Mount Gambier,-37.8318,140.7792,Community,1
South Action 12,SA,-34.9285,138.6007,O12,Whyalla,-33.0333,137.5667,Community,1
South Action 12,NT,-12.4634,130.8456,O12,Darwin,-12.4634,130.8456,Environment,4
South Action 12,NT,-12.4634,130.8456,O12,Alice Springs,-23.698,133.8807,Environment,2
South Action 12,NT,-12.4634,130.8456,O12,Darwin,-12.4634,130.8456,Health,4
South Action 12,NT,-12.4634,130.8456,O12,Alice Springs,-23.698,133.8807,Health,1
South Action 12,NT,-12.4634,130.8456,O12,Darwin,-12.4634,130.8456,Education,4
South Action 12,NT,-12.4634,130.8456,O12,Alice Springs,-23.698,133.8807,Education,1
South Action 12,NT,-12.4634,130.8456,O12,Darwin,-12.4634,130.8456,Law,4
South Action 12,NT,-12.4634,130.8456,O12,Alice Springs,-23.698,133.8807,Law,1
South Action 12,NT,-12.4634,130.8456,O12,Darwin,-12.4634,130.8456,Community,2
South Action 12,NT,-12.4634,130.8456,O12,Alice Springs,-23.698,133.8807,Community,1
South Action 12,VIC,-37.8136,144.9631,O12,Melbourne,-37.8136,144.9631,Environment,2
South Action 12,VIC,-37.8136,144.9631,O12,Geelong,-38.1499,144.3617,Environment,1
South Action 12,VIC,-37.8136,144.9631,O12,Ballarat,-37.5622,143.8503,Environment,1
South Action 12,VIC,-37.8136,144.9631,O12,Melbourne,-37.8136,144.9631,Health,7
South Action 12,VIC,-37.8136,144.9631,O12,Geelong,-38.1499,144.3617,Health,1
South Action 12,VIC,-37.8136,144.9631,O12,Ballarat,-37.5622,143.8503,Health,1
South Action 12,VIC,-37.8136,144.9631,O12,Melbourne,-37.8136,144.9631,Education,2
South Action 12,VIC,-37.8136,144.9631,O12,Geelong,-38.1499,144.3617,Education,1
South Action 12,VIC,-37.8136,144.9631,O12,Ballarat,-37.5622,143.8503,Education,1
South Action 12,VIC,-37.8136,144.9631,O12,Melbourne,-37.8136,144.9631,Law,4
South Action 12,VIC,-37.8136,144.9631,O12,Geelong,-38.1499,144.3617,Law,1
South Action 12,VIC,-37.8136,144.9631,O12,Ballarat,-37.5622,143.8503,Law,1
South Action 12,VIC,-37.8136,144.9631,O12,Melbourne,-37.8136,144.9631,Community,4
South Action 12,VIC,-37.8136,144.9631,O12,Geelong,-38.1499,144.3617,Community,1
South Action 12,VIC,-37.8136,144.9631,O12,Ballarat,-37.5622,143.8503,Community,1
South Action 12,WA,-31.9505,115.8605,O12,Perth,-31.9505,115.8605,Environment,3
South Action 12,WA,-31.9505,115.8605,O12,Fremantle,-32.0569,115.7439,Environment,1
South Action 12,WA,-31.9505,115.8605,O12,Bunbury,-33.3271,115.6414,Environment,1
South Action 12,WA,-31.9505,115.8605,O12,Perth,-31.9505,115.8605,Education,2
South Action 12,WA,-31.9505,115.8605,O12,Fremantle,-32.0569,115.7439,Education,1
South Action 12,WA,-31.9505,115.8605,O12,Bunbury,-33.3271,115.6414,Education,1
South Action 12,WA,-31.9505,115.8605,O12,Perth,-31.9505,115.8605,Law,9
South Action 12,WA,-31.9505,115.8605,O12,Fremantle,-32.0569,115.7439,Law,1
South Action 12,WA,-31.9505,115.8605,O12,Bunbury,-33.3271,115.6414,Law,1
South Action 12,WA,-31.9505,115.8605,O12,Perth,-31.9505,115.8605,Community,3
South Action 12,WA,-31.9505,115.8605,O12,Fremantle,-32.0569,115.7439,Community,1
South Action 12,WA,-31.9505,115.8605,O12,Bunbury,-33.3271,115.6414,Community,1
East Roots 13,NT,-12.4634,130.8456,O13,Darwin,-12.4634,130.8456,Environment,3
East Roots 13,NT,-12.4634,130.8456,O13,Alice Springs,-23.698,133.8807,Environment,1
East Roots 13,NT,-12.4634,130.8456,O13,Darwin,-12.4634,130.8456,Health,2
East Roots 13,NT,-12.4634,130.8456,O13,Alice Springs,-23.698,133.8807,Health,1
East Roots 13,NT,-12.4634,130.8456,O13,Darwin,-12.4634,130.8456,Education,4
East Roots 13,NT,-12.4634,130.8456,O13,Alice Springs,-23.698,133.8807,Education,2
East Roots 13,NT,-12.4634,130.8456,O13,Darwin,-12.4634,130.8456,Law,3
East Roots 13,NT,-12.4634,130.8456,O13,Alice Springs,-23.698,133.8807,Law,1
East Roots 13,NT,-12.4634,130.8456,O13,Darwin,-12.4634,130.8456,Community,3
East Roots 13,NT,-12.4634,130.8456,O13,Alice Springs,-23.698,133.8807,Community,1
East Roots 13,WA,-31.9505,115.8605,O13,Perth,-31.9505,115.8605,Environment,2
East Roots 13,WA,-31.9505,115.8605,O13,Fremantle,-32.0569,115.7439,Environment,1
East Roots 13,WA,-31.9505,115.8605,O13,Bunbury,-33.3271,115.6414,Environment,1
East Roots 13,WA,-31.9505,115.8605,O13,Perth,-31.9505,115.8605,Health,2
East Roots 13,WA,-31.9505,115.8605,O13,Fremantle,-32.0569,115.7439,Health,1
East Roots 13,WA,-31.9505,115.8605,O13,Bunbury,-33.3271,115.6414,Health,1
East Roots 13,WA,-31.9505,115.8605,O13,Perth,-31.9505,115.8605,Education,8
East Roots 13,WA,-31.9505,115.8605,O13,Fremantle,-32.0569,115.7439,Education,1
East Roots 13,WA,-31.9505,115.8605,O13,Bunbury,-33.3271,115.6414,Education,1
East Roots 13,WA,-31.9505,115.8605,O13,Perth,-31.9505,115.8605,Law,5
East Roots 13,WA,-31.9505,115.8605,O13,Fremantle,-32.0569,115.7439,Law,1
East Roots 13,WA,-31.9505,115.8605,O13,Bunbury,-33.3271,115.6414,Law,1
East Roots 13,WA,-31.9505,115.8605,O13,Perth,-31.9505,115.8605,Community,5
East Roots 13,WA,-31.9505,115.8605,O13,Fremantle,-32.0569,115.7439,Community,1
East Roots 13,WA,-31.9505,115.8605,O13,Bunbury,-33.3271,115.6414,Community,1
East Roots 13,QLD,-27.4698,153.0251,O13,Brisbane,-27.4698,153.0251,Environment,6
East Roots 13,QLD,-27.4698,153.0251,O13,Gold Coast,-28.0167,153.4,Environment,2
East Roots 13,QLD,-27.4698,153.0251,O13,Cairns,-16.9186,145.7781,Environment,1
East Roots 13,QLD,-27.4698,153.0251,O13,Brisbane,-27.4698,153.0251,Health,3
East Roots 13,QLD,-27.4698,153.0251,O13,Gold Coast,-28.0167,153.4,Health,1
East Roots 13,QLD,-27.4698,153.0251,O13,Cairns,-16.9186,145.7781,Health,1
East Roots 13,QLD,-27.4698,153.0251,O13,Brisbane,-27.4698,153.0251,Education,3
East Roots 13,QLD,-27.4698,153.0251,O13,Gold Coast,-28.0167,153.4,Education,2
East Roots 13,QLD,-27.4698,153.0251,O13,Cairns,-16.9186,145.7781,Education,1
East Roots 13,QLD,-27.4698,153.0251,O13,Brisbane,-27.4698,153.0251,Law,5
East Roots 13,QLD,-27.4698,153.0251,O13,Gold Coast,-28.0167,153.4,Law,2
East Roots 13,QLD,-27.4698,153.0251,O13,Cairns,-16.9186,145.7781,Law,1
East Roots 13,QLD,-27.4698,153.0251,O13,Brisbane,-27.4698,153.0251,Community,3
East Roots 13,QLD,-27.4698,153.0251,O13,Gold Coast,-28.0167,153.4,Community,1
East Roots 13,QLD,-27.4698,153.0251,O13,Cairns,-16.9186,145.7781,Community,1
East Roots 13,VIC,-37.8136,144.9631,O13,Melbourne,-37.8136,144.9631,Environment,5
East Roots 13,VIC,-37.8136,144.9631,O13,Geelong,-38.1499,144.3617,Environment,1
East Roots 13,VIC,-37.8136,144.9631,O13,Ballarat,-37.5622,143.8503,Environment,1
East Roots 13,VIC,-37.8136,144.9631,O13,Melbourne,-37.8136,144.9631,Health,3
East Roots 13,VIC,-37.8136,144.9631,O13,Geelong,-38.1499,144.3617,Health,1
East Roots 13,VIC,-37.8136,144.9631,O13,Ballarat,-37.5622,143.8503,Health,1
East Roots 13,VIC,-37.8136,144.9631,O13,Melbourne,-37.8136,144.9631,Education,5
East Roots 13,VIC,-37.8136,144.9631,O13,Geelong,-38.1499,144.3617,Education,1
East Roots 13,VIC,-37.8136,144.9631,O13,Ballarat,-37.5622,143.8503,Education,1
East Roots 13,VIC,-37.8136,144.9631,O13,Melbourne,-37.8136,144.9631,Law,4
East Roots 13,VIC,-37.8136,144.9631,O13,Geelong,-38.1499,144.3617,Law,1
East Roots 13,VIC,-37.8136,144.9631,O13,Ballarat,-37.5622,143.8503,Law,1
East Roots 13,VIC,-37.8136,144.9631,O13,Melbourne,-37.8136,144.9631,Community,5
East Roots 13,VIC,-37.8136,144.9631,O13,Geelong,-38.1499,144.3617,Community,1
East Roots 13,VIC,-37.8136,144.9631,O13,Ballarat,-37.5622,143.8503,Community,1
Bridge Earth 14,VIC,-37.8136,144.9631,O14,Melbourne,-37.8136,144.9631,Environment,6
Bridge Earth 14,VIC,-37.8136,144.9631,O14,Geelong,-38.1499,144.3617,Environment,1
Bridge Earth 14,VIC,-37.8136,144.9631,O14,Ballarat,-37.5622,143.8503,Environment,1
Bridge Earth 14,VIC,-37.8136,144.9631,O14,Melbourne,-37.8136,144.9631,Health,3
Bridge Earth 14,VIC,-37.8136,144.9631,O14,Geelong,-38.1499,144.3617,Health,1
Bridge Earth 14,VIC,-37.8136,144.9631,O14,Ballarat,-37.5622,143.8503,Health,1
Bridge Earth 14,VIC,-37.8136,144.9631,O14,Melbourne,-37.8136,144.9631,Education,6
Bridge Earth 14,VIC,-37.8136,144.9631,O14,Geelong,-38.1499,144.3617,Education,1
Bridge Earth 14,VIC,-37.8136,144.9631,O14,Ballarat,-37.5622,143.8503,Education,1
Bridge Earth 14,VIC,-37.8136,144.9631,O14,Melbourne,-37.8136,144.9631,Law,3
Bridge Earth 14,VIC,-37.8136,144.9631,O14,Geelong,-38.1499,144.3617,Law,1
Bridge Earth 14,VIC,-37.8136,144.9631,O14,Ballarat,-37.5622,143.8503,Law,1
Bridge Earth 14,VIC,-37.8136,144.9631,O14,Melbourne,-37.8136,144.9631,Community,5
Bridge Earth 14,VIC,-37.8136,144.9631,O14,Geelong,-38.1499,144.3617,Community,1
Bridge Earth 14,VIC,-37.8136,144.9631,O14,Ballarat,-37.5622,143.8503,Community,1
Bridge Earth 14,SA,-34.9285,138.6007,O14,Adelaide,-34.9285,138.6007,Health,3
Bridge Earth 14,SA,-34.9285,138.6007,O14,Mount Gambier,-37.8318,140.7792,Health,1
Bridge Earth 14,SA,-34.9285,138.6007,O14,Whyalla,-33.0333,137.5667,Health,1
Bridge Earth 14,SA,-34.9285,138.6007,O14,Adelaide,-34.9285,138.6007,Law,8
Bridge Earth 14,SA,-34.9285,138.6007,O14,Mount Gambier,-37.8318,140.7792,Law,1
Bridge Earth 14,SA,-34.9285,138.6007,O14,Whyalla,-33.0333,137.5667,Law,1
Bridge Earth 14,SA,-34.9285,138.6007,O14,Adelaide,-34.9285,138.6007,Community,6
Bridge Earth 14,SA,-34.9285,138.6007,O14,Mount Gambier,-37.8318,140.7792,Community,1
Bridge Earth 14,SA,-34.9285,138.6007,O14,Whyalla,-33.0333,137.5667,Community,1
Bridge Earth 14,WA,-31.9505,115.8605,O14,Perth,-31.9505,115.8605,Environment,3
Bridge Earth 14,WA,-31.9505,115.8605,O14,Fremantle,-32.0569,115.7439,Environment,1
Bridge Earth 14,WA,-31.9505,115.8605,O14,Bunbury,-33.3271,115.6414,Environment,1
Bridge Earth 14,WA,-31.9505,115.8605,O14,Perth,-31.9505,115.8605,Health,5
Bridge Earth 14,WA,-31.9505,115.8605,O14,Fremantle,-32.0569,115.7439,Health,1
Bridge Earth 14,WA,-31.9505,115.8605,O14,Bunbury,-33.3271,115.6414,Health,1
Bridge Earth 14,WA,-31.9505,115.8605,O14,Perth,-31.9505,115.8605,Education,7
Bridge Earth 14,WA,-31.9505,115.8605,O14,Fremantle,-32.0569,115.7439,Education,1
Bridge Earth 14,WA,-31.9505,115.8605,O14,Bunbury,-33.3271,115.6414,Education,1
Bridge Earth 14,WA,-31.9505,115.8605,O14,Perth,-31.9505,115.8605,Law,6
Bridge Earth 14,WA,-31.9505,115.8605,O14,Fremantle,-32.0569,115.7439,Law,1
Bridge Earth 14,WA,-31.9505,115.8605,O14,Bunbury,-33.3271,115.6414,Law,1
Bridge Earth 14,WA,-31.9505,115.8605,O14,Perth,-31.9505,115.8605,Community,4
